step,prompt_index,source_file,outcome_class,raw_prompt_outcome,proxy_bucket,reward_proxy,observability_score,consensus_score,weighted_observable_score,prompt_preview,numeric_answer_rate,z_numeric_answer_rate,text_answer_extract_rate,z_text_answer_extract_rate,execution_answer_recovery_rate,z_execution_answer_recovery_rate,execution_success_rate,z_execution_success_rate,answer_consensus_margin,z_answer_consensus_margin,mean_rollout_score,z_mean_rollout_score,answer_diversity_rate,z_answer_diversity_rate
1,11,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.5348680901678604,-1.6440133382120572,-0.5186766906010111,-1.406335718270609,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.4375,-1.6167271265608019,0.4375,-1.6181942935920495,0.4375,-1.6167271265608019,0.4375,-1.706947581882696,0.4375,-0.587244590264101,1.695963536389172,-1.353781856448481,0.03125,-0.7137664907818234
1,12,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.7130666377297933,-2.312854544938421,-0.9976941755029914,-2.0579337860441416,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.28125,-2.2774769981760605,0.28125,-2.2794780328046493,0.28125,-2.2774769981760605,0.28125,-2.3944016367363,0.28125,-1.0370559430079775,1.216145820915699,-2.280266820019874,0.03125,-0.7137664907818234
1,13,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.2784216962153154,-0.8414038901404215,-0.16774577671755794,-0.7139740641419393,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.625,-0.8238272806224918,0.625,-0.8246538065369293,0.625,-0.8238272806224918,0.625,-0.8820027160583718,0.625,-0.04747096697144919,1.8079426819458604,-1.1375601721585022,0.03125,-0.7137664907818234
1,14,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.2541837070931573,-0.7076356487951487,-0.23794876087491068,-0.6134041265627667,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.65625,-0.69167730629944,0.65625,-0.6923970586944093,0.65625,-0.69167730629944,0.65625,-0.744511905087651,0.59375,-0.1374332375202245,1.9361978974193335,-0.8899108570044616,0.0625,-0.3005861700616411
1,15,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.6555587133574838,-1.7777815795573302,-1.2582530724382701,-1.711862425754052,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.40625,-1.7488771008838537,0.40625,-1.7504510414345693,0.40625,-1.7488771008838537,0.40625,-1.8444383928534167,0.125,-1.486867295751854,1.53125,-1.6718289185721682,0.09375,0.11259415065854121
1,16,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.6078330124052023,-1.9115498209026025,-0.6600624148820232,-1.64688643750811,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.375,-1.8810270752069054,0.375,-1.8827077892770894,0.375,-1.8810270752069054,0.375,-1.9819292038241376,0.375,-0.7671691313616515,1.6080729141831398,-1.523490763157918,0.03125,-0.7137664907818234
1,17,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.5691531063102581,-1.6440133382120572,-0.7653263380194805,-1.4683426607584311,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.4375,-1.6167271265608019,0.4375,-1.6181942935920495,0.4375,-1.6167271265608019,0.4375,-1.706947581882696,0.375,-0.7671691313616515,1.5611979058012366,-1.6140021991316014,0.0625,-0.3005861700616411
1,18,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.4429626512524296,-1.1089403728309666,-0.7161429023657624,-1.0422242655562104,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.5625,-1.088127229268595,0.5625,-1.0891673022219694,0.5625,-1.088127229268595,0.5625,-1.1569843379998133,0.40625,-0.6772068608128763,1.7317708246409893,-1.2846411951478887,0.09375,0.11259415065854121
1,19,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.2626350389133488,-0.8414038901404215,-0.0825770375591729,-0.6799065684785853,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.625,-0.8238272806224918,0.625,-0.8246538065369293,0.625,-0.8238272806224918,0.625,-0.8820027160583718,0.625,-0.04747096697144919,1.984374988824129,-0.7968852155249622,0.03125,-0.7137664907818234
1,20,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.49545353298659084,-1.3764768555215119,-0.6515968810460707,-1.2388544484439712,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.5,-1.3524271779146986,0.5,-1.3536807979070093,0.5,-1.3524271779146986,0.5,-1.4319659599412546,0.4375,-0.587244590264101,1.5917968610301614,-1.5549183616525737,0.0625,-0.3005861700616411
1,21,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,majority_but_wrong,minor_true,not_even_sampled,-0.8082872266647979,-2.312854544938421,-2.1410609648639403,-2.269505558897415,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.28125,-2.2774769981760605,0.28125,-2.2794780328046493,0.28125,-2.2774769981760605,0.28125,-2.3944016367363,0.03125,-1.7567541073981798,0.8658854262903333,-2.956588219772202,0.25,2.1784957542594525
1,22,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.7367041008134166,-2.4466227862836933,-1.0462305938683238,-2.1693465681528226,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.25,-2.409626972499112,0.25,-2.4117347806471696,0.25,-2.409626972499112,0.25,-2.5318924477070204,0.25,-1.1270182135567528,1.218098952434957,-2.2764954982738974,0.03125,-0.7137664907818234
1,23,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.5262875317332647,-1.1089403728309666,-1.2615721540945577,-1.2460020029599246,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.5625,-1.088127229268595,0.5625,-1.0891673022219694,0.5625,-1.088127229268595,0.5625,-1.1569843379998133,0.15625,-1.3969050252030788,1.4218749953433871,-1.883022240404624,0.09375,0.11259415065854121
1,24,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,majority_but_wrong,minor_true,not_even_sampled,-0.6319663736424158,-1.7365343362661139,-1.1186150480005974,-1.6284071575789365,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.40625,-1.7488771008838537,0.40625,-1.7504510414345693,0.40625,-1.7488771008838537,0.4375,-1.706947581882696,0.21875,-1.216980484105528,1.51302083209157,-1.7070278064433944,0.09375,0.11259415065854121
1,25,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.7133320589383427,-1.9728500871370669,-1.510401818886989,-1.9237275954563189,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.3125,-2.145327023853009,0.3125,-2.1472212849621295,0.3125,-2.145327023853009,0.46875,-1.5694567709119753,0.03125,-1.7567541073981798,1.3164062537252903,-2.0866729187451267,0.09375,0.11259415065854121
1,26,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.7393820055159638,-2.0453180622478753,-1.6775965250359361,-2.061796990907239,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.34375,-2.0131770495299572,0.34375,-2.0149645371196097,0.34375,-2.0131770495299572,0.34375,-2.119420014794858,0.03125,-1.7567541073981798,0.9700520867481828,-2.755451743340915,0.09375,0.11259415065854121
1,27,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,0.0718275893656982,-0.03879444206878544,0.4179491506761416,0.07229319539082905,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.8125,-0.030927434684181538,0.8125,-0.031113319481809218,0.8125,-0.030927434684181538,0.8125,-0.05705785023404738,0.8125,0.4923026563212026,2.4062499906867743,0.017717566172461646,0.03125,-0.7137664907818234
1,28,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.6029458549351481,-1.5102450968667847,-1.2234466491116813,-1.4550315572269932,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.46875,-1.4845771522377502,0.46875,-1.4859375457495294,0.46875,-1.4845771522377502,0.46875,-1.5694567709119753,0.3125,-0.9470936724592022,1.3307291539385915,-2.0590166833573553,0.15625,0.9389547920989059
1,29,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.8399537572653214,-2.9404485083735676,-1.694409556934709,-2.7233618104950796,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.125,-2.938226869791319,0.125,-2.9407617720172494,0.125,-2.938226869791319,0.15625,-2.9443648806191827,0.0,-1.8467163779469553,0.8665364598855376,-2.9553311323048472,0.0625,-0.3005861700616411
1,30,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.7563994177309368,-2.312854544938421,-1.4694463852792243,-2.171529591584528,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.28125,-2.2774769981760605,0.28125,-2.2794780328046493,0.28125,-2.2774769981760605,0.28125,-2.3944016367363,0.125,-1.486867295751854,1.09375,-2.5166021699359846,0.09375,0.11259415065854121
1,31,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/1.jsonl,predicted_correct,major_true,not_even_sampled,-0.40701353986920064,-1.2427086141762393,-0.2960698646901063,-1.041298343618603,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.53125,-1.220277203591647,0.53125,-1.2214240500644893,0.53125,-1.220277203591647,0.53125,-1.294475148970534,0.53125,-0.3173577786177751,1.849609368480742,-1.057105538426779,0.03125,-0.7137664907818234
2,0,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.4413369992534217,-1.3352296122302958,-0.36660558932368026,-1.1285130536016075,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.5,-1.3524271779146986,0.5,-1.3536807979070093,0.5,-1.3524271779146986,0.53125,-1.294475148970534,0.5,-0.4073200491665504,1.805989577434957,-1.1413314417537688,0.03125,-0.7137664907818234
2,1,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.22677774277370705,-0.7076356487951487,-0.09249591878366692,-0.5918759062058347,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.65625,-0.69167730629944,0.65625,-0.6923970586944093,0.65625,-0.69167730629944,0.65625,-0.744511905087651,0.65625,0.04249130357732612,1.8613280914723873,-1.034477735630244,0.03125,-0.7137664907818234
2,2,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.5489645282485794,-1.3764768555215119,-1.0197745983086037,-1.3717315720611802,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.5,-1.3524271779146986,0.5,-1.3536807979070093,0.5,-1.3524271779146986,0.5,-1.4319659599412546,0.1875,-1.3069427546543033,1.6490885401144624,-1.4442932690442598,0.0625,-0.3005861700616411
2,3,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.7330823118273952,-2.1066183284823397,-1.5168636533793707,-2.021909034837771,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.28125,-2.2774769981760605,0.28125,-2.2794780328046493,0.28125,-2.2774769981760605,0.4375,-1.706947581882696,0.0625,-1.6667918368494046,1.2005208423361182,-2.3104372519219596,0.09375,0.11259415065854121
2,4,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.5478862633923556,-1.6440133382120572,-0.6107594935516648,-1.4431688394508706,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.4375,-1.6167271265608019,0.4375,-1.6181942935920495,0.4375,-1.6167271265608019,0.4375,-1.706947581882696,0.4375,-0.587244590264101,1.5052083190530539,-1.722113068251096,0.03125,-0.7137664907818234
2,5,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,majority_but_wrong,minor_true,not_even_sampled,-0.8526448512743815,-2.9404485083735676,-1.9181369767202567,-2.7467439270940694,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.125,-2.938226869791319,0.125,-2.9407617720172494,0.125,-2.938226869791319,0.15625,-2.9443648806191827,0.0,-1.8467163779469553,0.7454427108168602,-3.1891522982947462,0.125,0.5257744713787236
2,6,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.46834577917840914,-1.3764768555215119,-0.475030738402365,-1.2048809078660545,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.5,-1.3524271779146986,0.5,-1.3536807979070093,0.5,-1.3524271779146986,0.5,-1.4319659599412546,0.5,-0.4073200491665504,1.5813801800832152,-1.575032038068508,0.03125,-0.7137664907818234
2,7,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,not_even_sampled,never_exists,not_even_sampled,-0.44756039788906554,-0.44009916610460337,-1.7480783115030871,-0.800947300534719,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.71875,-0.4273773576533366,0.71875,-0.42788356300936925,0.71875,-0.4273773576533366,0.71875,-0.46953028314620954,0.0625,-1.6667918368494046,1.5774739584885538,-1.5825746015360957,0.25,2.1784957542594525
2,8,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.6013833708587124,-1.5102450968667847,-1.211189893899015,-1.4501288551419267,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.46875,-1.4845771522377502,0.46875,-1.4859375457495294,0.46875,-1.4845771522377502,0.46875,-1.5694567709119753,0.3125,-0.9470936724592022,1.356119779869914,-2.009989662506691,0.15625,0.9389547920989059
2,9,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,not_even_sampled,never_exists,not_even_sampled,-0.8691469169557079,-3.3930269871722256,-1.5583650723722857,-3.044247119413488,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.0,-3.4668267670835258,0.0,-3.4697887633873297,0.0,-3.4668267670835258,0.09375,-3.219346502560624,0.0,-1.8467163779469553,0.8059895895421505,-3.072241707207445,0.0,-1.1269468115020058
2,10,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.7999926071936043,-2.847927510319511,-1.2210675016814718,-2.515275975565726,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.15625,-2.806076895468267,0.15625,-2.8085050241747296,0.15625,-2.806076895468267,0.15625,-2.9443648806191827,0.15625,-1.3969050252030788,1.1634114580228925,-2.3820921439045724,0.03125,-0.7137664907818234
2,11,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,majority_but_wrong,minor_true,not_even_sampled,-0.2698493289074236,-0.5738674074498761,-0.5227054442172989,-0.6209146218493699,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.6875,-0.5595273319763884,0.6875,-0.5601403108518893,0.6875,-0.5595273319763884,0.6875,-0.6070210941169303,0.375,-0.7671691313616515,2.06380208209157,-0.6435186239228752,0.0625,-0.3005861700616411
2,12,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.7899087270239017,-2.5391437843377496,-1.5472289173283136,-2.388494910364877,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.21875,-2.541776946822164,0.21875,-2.5439915284896895,0.21875,-2.541776946822164,0.25,-2.5318924477070204,0.09375,-1.5768295663006293,0.8639322854578495,-2.9603595595011822,0.0625,-0.3005861700616411
2,13,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,not_even_sampled,never_exists,not_even_sampled,-0.874155317996958,-3.4755214737546583,-1.5388799788030614,-3.102448671251744,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.0,-3.4668267670835258,0.0,-3.4697887633873297,0.0,-3.4668267670835258,0.03125,-3.4943281245020654,0.0,-1.8467163779469553,0.8463541651144624,-2.994301332930548,0.0,-1.1269468115020058
2,14,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.07415195905655608,-0.3063309247593307,0.08805479860729595,-0.20700805848223977,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.75,-0.2952273833302849,0.75,-0.29562681516684924,0.75,-0.2952273833302849,0.75,-0.33203947217548885,0.6875,0.13245357412610143,2.3040364533662796,-0.17964760469755225,0.0625,-0.3005861700616411
2,15,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.21679737119497783,-0.7076356487951487,-0.040011858843666454,-0.5708822822298345,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.65625,-0.69167730629944,0.65625,-0.6923970586944093,0.65625,-0.69167730629944,0.65625,-0.744511905087651,0.65625,0.04249130357732612,1.9700520653277636,-0.8245414958702421,0.03125,-0.7137664907818234
2,16,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.32012015776793173,-0.8001566468492053,-0.45866992995900285,-0.7570945235040276,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.625,-0.8238272806224918,0.625,-0.8246538065369293,0.625,-0.8238272806224918,0.65625,-0.744511905087651,0.5,-0.4073200491665504,1.7864583199843764,-1.1790445477189133,0.0625,-0.3005861700616411
2,17,/Users/zhurui/Desktop/Chen_code/ttrl_opt/rollout_generations/2.jsonl,predicted_correct,major_true,not_even_sampled,-0.42761967883681695,-1.2427086141762393,-0.4208373500061703,-1.0912053377450284,"system You are a helpful Assistant with expertise in mathmetical modeling and the Gurobi solver. When the User provides an OR question, you will analyze it, build a detailed mathem",0.53125,-1.220277203591647,0.53125,-1.2214240500644893,0.53125,-1.220277203591647,0.53125,-1.294475148970534,0.53125,-0.3173577786177751,1.5911458116024733,-1.5561754796910345,0.03125,-0.7137664907818234
